title,platform,genre,developer,publisher,image
Top Gun: The Second Mission,Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362321-nes_topgun2.jpg
Toshinden S,Saturn,Fighting,"TAKARA Co., Ltd.",Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1814621-box_batr.png
Totally Rad,Nintendo Entertainment System,Action-Adventure,Aicom Corporation,Jaleco Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362322-nes_totallyrad.jpg
Toughman Contest,Sega 32X,Sports,Visual Concepts,EA Sports,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2968925-box_tmc.png
Towering Inferno,Atari 2600,Action,Western Technologies Inc.,U.S. Games,https://www.giantbomb.com/a/uploads/square_avatar/0/6087/582186-585225_38157_front.jpg
Town & Country Surf Designs: Wood & Water Rage,Nintendo Entertainment System,Skateboarding,"Atlus Co., Ltd.",LJN,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362325-nes_tandcsurfdesigns.jpg
Toy Story Mania,Wii,Minigame Collection,Papaya Studios,Disney Interactive,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2284723-box_tsm.png
Track & Field II,Nintendo Entertainment System,Sports,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362327-nes_trackandfieldii.jpg
Transformers: The Game,Wii,Action,Traveller's Tales Ltd.,Activision,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2207760-box_tftg.png
Trick Shot,Atari 2600,Sports,Imagic,Imagic,https://www.giantbomb.com/a/uploads/square_avatar/0/5150/1258557-tumblr_kx0bz1n4yu1qzurbto1_500.jpg
Trivial Pursuit,Wii,Educational,Electronic Arts,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1820043-box_tpursuit.png
Trog!,Nintendo Entertainment System,Action,"Acclaim Entertainment, Inc.",Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/0/3715/958485-trogns0f.jpg
Trojan,Nintendo Entertainment System,Action,Capcom,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2305298-trojan.png
True Crime: Streets of LA,Xbox,Action,Luxoflux Corp.,Activision,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2536378-box_tcsola.png
Tuff E Nuff,Super Nintendo Entertainment System,Fighting,Jaleco Ltd.,Jaleco Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364684-snes_tuffenuff.jpg
Tutankham,Atari 2600,Action,Parker Brothers,Parker Brothers,https://www.giantbomb.com/a/uploads/square_avatar/0/8338/1325688-tutankham_at_funspot.jpg
TV Sports Football,TurboGrafx-16,Football,Cinemaware,"NEC Home Electronics, Ltd.",https://www.giantbomb.com/a/uploads/square_avatar/0/4647/1032646-931407_72702_front.jpg
Twin Cobra,Genesis,Shoot 'Em Up,"Graphic Research Co., Ltd.",Sega,https://www.giantbomb.com/a/uploads/square_avatar/0/5450/897584-twin_cobra_cover.jpg
Twisted Metal 2,PlayStation,Vehicular Combat,"SingleTrac Entertainment Technologies, Inc.",Sony Interactive Entertainment America,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2011580-box_tmetal2.png
Twisted: The Game Show,3DO,Strategy,Studio 3DO,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2365955-3do_twisted.jpg
U.N. Squadron,Super Nintendo Entertainment System,Shoot 'Em Up,Capcom,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364687-snes_unsquadron.jpg
Ultima: Quest of the Avatar,Nintendo Entertainment System,Role-Playing,"Infinity Co., Ltd.","Pony Canyon, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/1/15693/608563-ultima4_1_.jpg
Ultimate Fighting Championship,Dreamcast,Action,"Anchor, Inc.",Crave Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2133356-box_ufc.png
Ultimate Stuntman,Nintendo Entertainment System,Action,Codemasters,Camerica,https://www.giantbomb.com/a/uploads/square_avatar/0/3401/390953-ultimatestunt004.jpg
Ultraman,Super Nintendo Entertainment System,Fighting,"BEC Co., Ltd.","Bandai Co., Ltd.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364690-snes_ultraman.jpg
Uncharted 2: Among Thieves,PlayStation 3,Shooter,"Naughty Dog, Inc.",Sony Interactive Entertainment Europe,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2204863-box_uc2.png
Uncharted 3: Drake's Deception,PlayStation 3,Shooter,"Naughty Dog, Inc.",Sony Interactive Entertainment America,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2215091-box_unch3.png
Uncharted: Drake's Fortune (Greatest Hits),PlayStation 3,Shooter,"Naughty Dog, Inc.",Sony Interactive Entertainment Europe,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1789606-box_unch.png
Under Night In-Birth Exe:Late[cl-r],Nintendo Switch,Fighting,"Arc System Works Co., Ltd.",Aksys Games,https://www.giantbomb.com/a/uploads/square_avatar/0/176/3163808-812v7jzwsal.jpg
Untold Legends: Dark Kingdom,PlayStation 3,Action,Daybreak Games,Daybreak Games,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1832173-box_uldk.png
Urban Champion,Nintendo Entertainment System,Action,Nintendo R&D1,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362343-nes_urbanchampion_ca.jpg
Urban Strike,Genesis,Action,Electronic Arts,Black Pearl Software,https://www.giantbomb.com/a/uploads/square_avatar/15/155745/2167540-24268_264672.jpg
Valis,Genesis,Action,Riot,Renovation Products,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2389637-genesis_valis.jpg
Vampire Hunter: Darkstalkers' Revenge,Saturn,Action,Capcom,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2339537-box_nwdr.png
Vandal Hearts II,PlayStation,Strategy,Konami Computer Entertainment Tokyo,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2525279-box_vh2.png
Vanguard,Atari 2600,Shoot 'Em Up,General Computer Corporation,Atari,https://www.giantbomb.com/a/uploads/square_avatar/13/139866/2606592-27001302.jpg
Vectorman,Genesis,Action,"BlueSky Software, Inc.",Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2980928-box_vm.png
Venom & Spider-Man: Separation Anxiety,Super Nintendo Entertainment System,Action,Acclaim Studios Manchester,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2968915-box_sanx.png
Venture,Atari 2600,Action,"Exidy, Inc.","Exidy, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2367842-a2600_venture_none.jpg
Vice: Project Doom,Nintendo Entertainment System,Action,Aicom Corporation,Sammy Corporation,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362345-nes_viceprojectdoom.jpg
Victory Run,TurboGrafx-16,Driving/Racing,"Hudson Entertainment, Inc.","NEC Home Electronics, Ltd.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2365590-tg16_victoryrun_2.jpg
Video Checkers,Atari 2600,Strategy,Atari,"Sears, Roebuck and Co.",https://www.giantbomb.com/a/uploads/square_avatar/0/5278/316383-video_checkers.jpg
Video Olympics,Atari 2600,Sports,Atari,"Sears, Roebuck and Co.",https://www.giantbomb.com/a/uploads/square_avatar/0/8272/859197-585250_38181_front.jpg
Video Pinball,Atari 2600,Pinball,Atari,"Sears, Roebuck and Co.",https://www.giantbomb.com/a/uploads/square_avatar/1/14206/1096940-vp.jpg
Vigilante,TurboGrafx-16,Action,Irem Corp.,"NEC Home Electronics, Ltd.",https://www.giantbomb.com/a/uploads/square_avatar/13/139866/2454688-13107301.jpg
Virtua Cop,Saturn,Action,SEGA-AM2,Sega,https://www.giantbomb.com/a/uploads/square_avatar/1/14444/421020-virtua_cop_cover.jpg
Virtua Fighter,Saturn,Fighting,SEGA-AM2,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3001972-flyer_vf.png
Virtua Fighter 2,Saturn,Fighting,SEGA-AM2,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2989514-box_vf2.png
Virtua Fighter 3tb,Dreamcast,Fighting,SEGA-AM2,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3001971-flyer_vf3.png
Virtua Fighter 4,PlayStation 2,Fighting,SEGA-AM2,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2989518-box_vf4.png
Virtua Fighter Animation,Game Gear,Action,Aspect Co. Ltd.,Tec Toy Indústria de Brinquedos S.A.,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1791111-box_vfa.png
Virtua Fighter Kids,Saturn,Action,SEGA-AM2,Sega,https://www.giantbomb.com/a/uploads/square_avatar/0/2593/375798-virtuafighterkids.jpg
Virtua Fighter Remix,Saturn,Fighting,Sega AM1 R&D Division,"Expert Software, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1791106-box_vf1r.png
Virtua Racing,Genesis,Driving/Racing,SEGA-AM2,Sega,https://www.giantbomb.com/a/uploads/square_avatar/13/139866/2602795-16193901.jpg
Virtua Racing Deluxe,Sega 32X,Driving/Racing,SEGA-AM2,Sega,https://www.giantbomb.com/a/uploads/square_avatar/0/5578/840673-virtuaracingdeluxe32x.jpg
Virtua Tennis (Sega All-Stars),Dreamcast,Tennis,Hitmaker,Sega,https://www.giantbomb.com/a/uploads/square_avatar/1/18205/611810-vtendc0f.jpg
Virtual Boy Wario Land,Virtual Boy,Action,Nintendo R&D1,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/0/5150/1389249-vb_warioland.jpg
Virtual League Baseball,Virtual Boy,Baseball,Kemco,Kemco,https://www.giantbomb.com/a/uploads/square_avatar/0/8272/528640-563926_49631_front.jpg
Virtual Pinball,Genesis,Simulation,Electronic Arts,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/2/20737/762496-virtual_pinball.jpg
Virtual Pool,PlayStation,Sports,Celeris,Interplay Entertainment Corp.,https://www.giantbomb.com/a/uploads/square_avatar/0/1655/2668626-0369883357-VP1VP.jpg
Wario Land: Super Mario Land 3,Game Boy,Platformer,Nintendo R&D1,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2269419-box_sml3.png
WarioWare D.I.Y.,Nintendo DS,Minigame Collection,"Intelligent Systems Co., Ltd.",Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1887917-box_wwdiy.png
WarioWare: Smooth Moves,Wii,Action,"Intelligent Systems Co., Ltd.",Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1891364-box_wwaresm.png
Warlock,Genesis,Action-Adventure,"Realtime Associates, Inc.",LJN,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364696-snes_warlock.jpg
Warlords,Atari 2600,Action,Atari,"Sears, Roebuck and Co.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2367845-a2600_warlords.jpg
Warsong,Genesis,Strategy,Masaya,Treco,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2389651-genesis_warsong.jpg
Watch Dogs,Xbox 360,Driving/Racing,Ubisoft Montreal Studios,Ubisoft Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2557095-wdclean.jpg
Wave Race,Game Boy,Driving/Racing,Nintendo EAD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1810180-box_waverace.png
Wave Race 64,Nintendo 64,Sports,Nintendo EAD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1810181-box_waverace64.png
Way of the Warrior,3DO,Fighting,"Naughty Dog, Inc.",Universal Interactive Inc.,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3006247-box_wotw.png
WCW Backstage Assault,Nintendo 64,Sports,"Kodiak Interactive Software Studios, Inc.",Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2409914-box_wcwba.png
WCW/nWo Revenge,Nintendo 64,Sports,syn Sophia,THQ,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2409917-box_wcwnwor.png
We Love Katamari,PlayStation 2,Action,"Now Production Co., Ltd.",Namco,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1832937-box_wlkatamari.png
WeaponLord,Super Nintendo Entertainment System,Fighting,Visual Concepts,Namco,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2942917-box_wlord.png
Wheel of Fortune,Genesis,Trivia/Board Game,Imagitec Design Inc.,"GameTek, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364697-snes_wheeloffortune.jpg
Wheel of Fortune,Nintendo Entertainment System,Trivia/Board Game,"Rare, Ltd.","GameTek, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362601-nes_wheeloffortune.jpg
Wheel of Fortune,Wii,Puzzle,"Pipeworks Software, Inc.",THQ,https://www.giantbomb.com/a/uploads/square_avatar/6/62644/2346284-997548_171582_front.jpg
Where's Waldo?,Nintendo Entertainment System,Puzzle,Bethesda Softworks,THQ,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2278012-nes_whereswaldo.jpg
Who Framed Roger Rabbit,Nintendo Entertainment System,Action,"Rare, Ltd.",LJN,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362605-nes_whoframedrogerrabbit.jpg
Whomp 'Em,Nintendo Entertainment System,Platformer,Jaleco Ltd.,Jaleco Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362607-nes_whompem.jpg
Wii Fit,Wii,Sports,Nintendo EAD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/1/17389/634394-wiifitfinalbox.jpg
Wii Music,Wii,Music/Rhythm,Nintendo R&D1,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2119739-box_wiim.png
Wii Play,Wii,Minigame Collection,Nintendo,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/0/5150/811185-wii_play.jpg
Wii Sports,Wii,Sports,Nintendo EAD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2280537-box_wiisp.png
Wild Arms,PlayStation,Role-Playing,Media.Vision Entertainment Inc.,Sony Interactive Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2100001-box_wildarms.png
Wild Guns,Super Nintendo Entertainment System,Shooter,Natsume,Natsume,https://www.giantbomb.com/a/uploads/square_avatar/0/9313/349067-5d_8.jpg
Wild Guns Reloaded,Nintendo Switch,Action,Natsume Atari,Natsume,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2951297-box_wgr.png
Willow,Nintendo Entertainment System,Action,Mindscape,Mindscape,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362610-nes_willow.jpg
"Win, Lose, or Draw",Nintendo Entertainment System,Strategy,"Softie, Inc.","Hi-Tech Expressions, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362611-nes_winloseordraw.jpg
Wing Commander III: Heart of the Tiger,3DO,Role-Playing,Origin Systems,Origin Systems,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2365956-3do_wingcommander3.jpg
Winter Games,Atari 7800,Action,Action Graphics,"Pony Canyon, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/0/5312/500616-winter_games__alt_.jpg
Winter Games,Nintendo Entertainment System,Action,Atelier Double,"Pony Canyon, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/0/5312/500616-winter_games__alt_.jpg
Wirehead,Sega CD,Adventure,The Code Monkeys Ltd.,Sega,https://www.giantbomb.com/a/uploads/square_avatar/1/14206/1119818-wh.jpg
Wizardry: Proving Grounds of the Mad Overlord,Nintendo Entertainment System,Role-Playing,"Sir-tech Software, Inc.",NEXOFT Corporation,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362613-nes_wizardry.jpg
Wizards & Warriors,Nintendo Entertainment System,Action,"Rare, Ltd.","Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362614-nes_wizardsandwarriors.jpg
Wizards & Warriors Chapter X: The Fortress of Fear,Game Boy,Action,"Rare, Ltd.","Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/2/21226/808456-wizards___warriors_chapter_x___the_fortress_of_fear_coverart.png
Wizards & Warriors III: Kuros: Visions of Power,Nintendo Entertainment System,Action,Zippo Games,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362615-nes_wizardsandwarriors3.jpg
Wolverine,Nintendo Entertainment System,Action,Acclaim Studios Manchester,LJN,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362616-nes_wolverine.jpg
Wonder Boy III: The Dragon's Trap,Sega Master System,Action,Westone Co. Ltd.,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2363103-sms_wonderboyiiithedragonstrap_au.jpg
Wonder Boy in Monster World,Genesis,Action,Westone Co. Ltd.,Sega,https://www.giantbomb.com/a/uploads/square_avatar/2/23093/3134395-0022734818-19995.jpg
Wordtris,Super Nintendo Entertainment System,Puzzle,"Sphere, Inc.","Spectrum Holobyte, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/12/126726/1753969-giant_bomb_sub_3.jpg
World Class Track Meet,Nintendo Entertainment System,Sports,"Human Entertainment, Inc.",Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362255-nes_stadiumevents.jpg
World Games,Nintendo Entertainment System,Action,"Epyx, Inc.",Milton Bradley Co.,https://www.giantbomb.com/a/uploads/square_avatar/0/9450/1364368-world_gamesc64.jpg
World Heroes 2,Super Nintendo Entertainment System,Fighting,"Saurus Co., Ltd.","TAKARA Co., Ltd.",https://www.giantbomb.com/a/uploads/square_avatar/0/4737/400350-worldheroes2.jpg
Worm War I (Cartridge release),Atari 2600,Action,"Sirius Software, Inc.",20th Century Fox,https://www.giantbomb.com/a/uploads/square_avatar/0/5278/366974-worm.jpg
Wrath of the Black Manta,Nintendo Entertainment System,Action,"A.I Co., Ltd.",Kyugo Boueki,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362619-nes_wrathoftheblackmanta.jpg
Wu-Tang: Shaolin Style,PlayStation,Fighting,Midway Studios Los Angeles,Activision,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2199438-box_wtss.png
WWF Raw,Game Gear,Wrestling,Acclaim Studios Salt Lake City,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2968921-box_wwfraw.png
WWF Royal Rumble,Super Nintendo Entertainment System,Sports,"Acclaim Entertainment, Inc.",LJN,https://www.giantbomb.com/a/uploads/square_avatar/10/103881/1773102-rrgen.jpg
WWF Super Wrestlemania,Genesis,Wrestling,"Acclaim Entertainment, Inc.",Flying Edge,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2389669-genesis_wwfsuperwrestlemania.jpg
WWF War Zone,Nintendo 64,Sports,Acclaim Studios Salt Lake City,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2139915-box_wwfwz.png
WWF War Zone,PlayStation,Sports,Acclaim Studios Salt Lake City,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2139915-box_wwfwz.png
WWF Wrestlemania,Nintendo Entertainment System,Wrestling,"Rare, Ltd.","Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362623-nes_wwfwrestlemania.jpg
WWF Wrestlemania: The Arcade Game,PlayStation,Wrestling,Midway Games,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/0/5166/1559062-wwf_wrestlemania_the_arcade_flyer.jpg
X-Men,Game Gear,Action,"SEGA of America, Inc.",Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2389672-genesis_xmen.jpg
X-Men,Genesis,Action,Western Technologies Inc.,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2389672-genesis_xmen.jpg
X-Men 2: Clone Wars,Genesis,Action,"Headgames, Inc.",Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2389675-genesis_xmen2clonewars_eu_cropped.jpg
